Smelter,Company,Latitude,Longitude,Capacity_tpa,Coal_MW,GHG_Intensity,Tahun,Agri_Loss_RpMiliar
Artabumi Sentra Industri,Silkroad Nickel,-2.629209261240042,122.32511978235468,720000.0,15.0,66.0,9,-1562.2789270397975
Bahodopi Nickel Smelting Indonesia,Vale Indonesia,-3.09094,122.33023,300000.0,0.0,28.7,1,-2.985716854090394
Bahodopi Nickel Smelting Indonesia,Vale Indonesia,-3.09094,122.33023,300000.0,0.0,31.57,9,-651.9026413738815
Bintang Smelter Indonesia,PT Ifishdeco,-4.40051665026324,122.198670979539,147000.0,0.0,60.0,1,-0.8170419297172378
Bintang Smelter Indonesia,PT Ifishdeco,-4.40051665026324,122.198670979539,147000.0,0.0,66.0,9,-162.33517480439218
Bintang Timur Steel,Bintang Timur Steel,-6.24800244074343,106.497542682449,70000.0,0.0,60.0,1,-1.042657106687829e-23
Bintang Timur Steel,Bintang Timur Steel,-6.24800244074343,106.497542682449,70000.0,0.0,66.0,9,-1.96015552051126e-21
Bukit Smelter Indonesia,PT Merdeka Industri Mineral,-2.85005087260833,122.167514383938,1800000.0,0.0,60.0,1,-19.46973267264037
Bukit Smelter Indonesia,PT Merdeka Industri Mineral,-2.85005087260833,122.167514383938,1800000.0,0.0,66.0,9,-3677.853405524517
Cahaya Modern Metal Industri,PT Modern Cahaya Makmur,-6.20862610786271,106.326625086874,140000.0,0.0,60.0,1,-6.739240523400753e-24
Cahaya Modern Metal Industri,PT Modern Cahaya Makmur,-6.20862610786271,106.326625086874,140000.0,0.0,66.0,9,-1.4216462211209414e-21
Cahaya Smelter Indonesia,PT Merdeka Industri Mineral,-2.85565622639356,122.168987996916,1800000.0,0.0,60.0,1,-18.280032038523014
Cahaya Smelter Indonesia,PT Merdeka Industri Mineral,-2.85565622639356,122.168987996916,1800000.0,0.0,66.0,9,-4032.687638801536
CORII BF,PT Central Omega Resources Tbk,-1.93869141224428,121.320296797426,856000.0,15.0,60.0,1,-6.7473641869543615
CORII BF,PT Central Omega Resources Tbk,-1.93869141224428,121.320296797426,856000.0,15.0,66.0,9,-1398.9095034393574
CORII RKEF,Central Omega Resources,-1.93869141224428,121.320296797426,300000.0,0.0,60.0,1,-2.3646002624697933
CORII RKEF,Central Omega Resources,-1.93869141224428,121.320296797426,300000.0,0.0,66.0,9,-543.6063596694952
Century Metalindo,Century Metalindo,-6.18810173266052,106.315206339778,481000.0,0.0,60.0,1,-2.276663571816729e-23
Century Metalindo,Century Metalindo,-6.18810173266052,106.315206339778,481000.0,0.0,66.0,9,-4.403399702245058e-21
Ceria Nugraha Indotama (RKEF) / Merah Putih smelter,PT Ceria Nugraha Indotama,-3.85415246173602,121.297981864151,5636000.0,0.0,60.0,1,-38.5056420655239
Ceria Nugraha Indotama (RKEF) / Merah Putih smelter,PT Ceria Nugraha Indotama,-3.85415246173602,121.297981864151,5636000.0,0.0,66.0,9,-7086.96418766934
Fajar Bhakti Lintas Nusantara,PT Pengda Mining Indonesia,-0.0695553166834322,129.3921427,1065600.0,300.0,60.0,1,-0.0001459019988139
Fajar Bhakti Lintas Nusantara,PT Pengda Mining Indonesia,-0.0695553166834322,129.3921427,1065600.0,300.0,66.0,9,-0.0265801496705234
Fajar Metal Industry Excelsior Nickel Cobalt Project,Perpetual Power Technology Group Ltd.,-2.83822430529276,122.117733364886,8000000.0,0.0,60.0,1,-80.3033142617833
Fajar Metal Industry Excelsior Nickel Cobalt Project,Perpetual Power Technology Group Ltd.,-2.83822430529276,122.117733364886,8000000.0,0.0,66.0,9,-17726.558917050585
Gebe Industry Nickel,Gebe Industry Nickel,-7.13215,112.61242,1320000.0,0.0,60.0,1,-1.6602677588522843e-09
Gebe Industry Nickel,Gebe Industry Nickel,-7.13215,112.61242,1320000.0,0.0,66.0,9,-3.295569312975666e-07
Growth Java Industri,Growth Java Industri,-6.02916664481287,105.954452028205,546000.0,0.0,60.0,1,-3.1013513728725994e-24
Growth Java Industri,Growth Java Industri,-6.02916664481287,105.954452028205,546000.0,0.0,66.0,9,-6.27010811239494e-22
Gunbuster Nickel Industry,Gunbuster Nickel Industry,-2.00042547039831,121.43504311042,21600000.0,2295.0,60.0,1,-172.56893205908912
Gunbuster Nickel Industry,Gunbuster Nickel Industry,-2.00042547039831,121.43504311042,21600000.0,2295.0,66.0,9,-36659.88585709511
Halmahera Persada Lygend,Harita Nickel and Lygend Resources,-1.53887378195392,127.420130725153,8500000.0,1250.0,60.0,1,-0.3983584900520984
Halmahera Persada Lygend,Harita Nickel and Lygend Resources,-1.53887378195392,127.420130725153,8500000.0,1250.0,66.0,9,-87.61053493604926
Heng Tai Yuan Indonesia,Heng Tai Yuan Indonesia,-6.0008994834225,106.019090624431,400000.0,12.0,60.0,1,-3.684872472611595e-24
Heng Tai Yuan Indonesia,Heng Tai Yuan Indonesia,-6.0008994834225,106.019090624431,400000.0,12.0,66.0,9,-6.741247992714926e-22
Hengjaya Nickel Industry,Nickel Industries,-2.84720726843122,122.164215585423,1800000.0,0.0,60.0,1,-19.719423515589614
Hengjaya Nickel Industry,Nickel Industries,-2.84720726843122,122.164215585423,1800000.0,0.0,66.0,9,-3883.8578212249263
Huadi Nickel-Alloy Indonesia,Shanghai Huadi Industry Co. Ltd.,-5.57950003433346,120.065774009083,522000.0,0.0,60.0,1,-0.348587561227666
Huadi Nickel-Alloy Indonesia,Shanghai Huadi Industry Co. Ltd.,-5.57950003433346,120.065774009083,522000.0,0.0,66.0,9,-75.8826502628344
Huake Nickel Indonesia,Zheijhang Huayou Cobalt,0.487095939709902,127.993195587294,3600000.0,250.0,60.0,1,-0.0096185341487706
Huake Nickel Indonesia,Zheijhang Huayou Cobalt,0.487095939709902,127.993195587294,3600000.0,250.0,66.0,9,-1.9536122323622032
Huayue Nickel Cobalt,Zhiejhang Huayou Cobalt Co. Ltd.,-2.85111166723729,122.180043120576,8000000.0,250.0,60.0,1,-82.67713584732466
Huayue Nickel Cobalt,Zhiejhang Huayou Cobalt Co. Ltd.,-2.85111166723729,122.180043120576,8000000.0,250.0,66.0,9,-17339.1925354614
GO STAL Nickel Indonesia,PT Trinitan Resourcetama Indonesia,-6.44227180460602,106.935760532311,300000.0,0.0,60.0,1,-4.8909556779011395e-22
GO STAL Nickel Indonesia,PT Trinitan Resourcetama Indonesia,-6.44227180460602,106.935760532311,300000.0,0.0,66.0,9,-1.0297604657503749e-19
Indonesia Guang Ching Nickel and SSI,Indonesia Guang Ching Nickel SSI,-2.82831965030396,122.162319664885,7200000.0,300.0,60.0,1,-75.87040351831291
Indonesia Guang Ching Nickel and SSI,Indonesia Guang Ching Nickel SSI,-2.82831965030396,122.162319664885,7200000.0,300.0,66.0,9,-15716.196151803162
Indonesia Ruipu Nickel and Chrome Alloy,Ruipu Technology Group Co. Ltd.,-2.82843198390823,122.165753669219,3600000.0,0.0,60.0,1,-36.7242243270687
Indonesia Ruipu Nickel and Chrome Alloy,Ruipu Technology Group Co. Ltd.,-2.82843198390823,122.165753669219,3600000.0,0.0,66.0,9,-7458.912096812672
Indonesia Tsingshan Stainless Steel,Indonesia Tsingshan Stainless Steel,-2.83238130604301,122.161456778463,8100000.0,1400.0,60.0,1,-90.9672636647684
Indonesia Tsingshan Stainless Steel,Indonesia Tsingshan Stainless Steel,-2.83238130604301,122.161456778463,8100000.0,1400.0,66.0,9,-19049.28736037191
Kolaka Nickel Indonesia,PT Kolaka Indonesia Ltd.,-4.23163100235464,121.584765653255,5226000.0,0.0,60.0,1,-30.547688686614364
Kolaka Nickel Indonesia,PT Kolaka Indonesia Ltd.,-4.23163100235464,121.584765653255,5226000.0,0.0,66.0,9,-6570.536192212541
Lestari Smelter Indonesia,Merdeka Battery Materials,-2.85057947264716,122.168994610921,2520000.0,350.0,60.0,1,-27.658386753059943
Lestari Smelter Indonesia,Merdeka Battery Materials,-2.85057947264716,122.168994610921,2520000.0,350.0,66.0,9,-5365.3525258552745
Macika Mineral Industri,Macika Mineral Industri,-4.45508381223903,122.360989755698,1105056.0,0.0,60.0,1,-6.316778615264328
Macika Mineral Industri,Macika Mineral Industri,-4.45508381223903,122.360989755698,1105056.0,0.0,66.0,9,-1363.6026067383063
Mapan Asri Sejahtera,Mapan Asri Sejahtera,-4.27126551488023,121.565690265067,210000.0,3.0,60.0,1,-1.191685574546691
Mapan Asri Sejahtera,Mapan Asri Sejahtera,-4.27126551488023,121.565690265067,210000.0,3.0,66.0,9,-262.69162144139773
Megah Surya Pertiwi,Megah Surya Pertiwi,-1.52952559965166,127.422421955604,2173500.0,120.0,60.0,1,-0.0898160454733503
Megah Surya Pertiwi,Megah Surya Pertiwi,-1.52952559965166,127.422421955604,2173500.0,120.0,66.0,9,-21.95896138993361
Obsidian Stainless Steel,PT Obsidian Stainless Steel,-3.87107080589466,122.40347199787,10800000.0,1780.0,60.0,1,-87.06395880926587
Obsidian Stainless Steel,PT Obsidian Stainless Steel,-3.87107080589466,122.40347199787,10800000.0,1780.0,66.0,9,-17426.253236257333
QMB New Energy Materials Indonesia,GEM,-2.86010717942546,122.171462609067,4450000.0,0.0,60.0,1,-48.15969962343129
QMB New Energy Materials Indonesia,GEM,-2.86010717942546,122.171462609067,4450000.0,0.0,66.0,9,-8811.131880680752
Ranger Nickel Industry,Nickel Industries,-2.85105650826125,122.163937924412,1800000.0,0.0,60.0,1,-19.18500422662582
Ranger Nickel Industry,Nickel Industries,-2.85105650826125,122.163937924412,1800000.0,0.0,66.0,9,-4029.379610948604
Sinar Deli Bantaeng,Sinar Deli Bantaeng,-5.58047426678859,120.068267466755,2400000.0,0.0,60.0,1,-1.7833916658681823
Sinar Deli Bantaeng,Sinar Deli Bantaeng,-5.58047426678859,120.068267466755,2400000.0,0.0,66.0,9,-330.1232795199469
Smelter Nikel Indonesia,Smelter Nikel Indonesia,-6.211031,106.456376,2401920.0,0.0,60.0,1,-2.598687612543764e-22
Smelter Nikel Indonesia,Smelter Nikel Indonesia,-6.211031,106.456376,2401920.0,0.0,66.0,9,-5.3880806424754414e-20
Sulawesi Mining Investment,Sulawesi Mining Investment,-2.82450203373249,122.162005624412,3000000.0,640.0,60.0,1,-33.88059880767159
Sulawesi Mining Investment,Sulawesi Mining Investment,-2.82450203373249,122.162005624412,3000000.0,640.0,66.0,9,-6720.3076615583
Sulawesi Resources,Sulawesi Resources,-2.70055948941961,121.98016583085,2400000.0,60.0,60.0,1,-24.934006124437683
Sulawesi Resources,Sulawesi Resources,-2.70055948941961,121.98016583085,2400000.0,60.0,66.0,9,-5361.041904282071
Teluk Metal Industry,Teluk Metal Industry,-2.83606038957607,122.118785655752,8000000.0,0.0,60.0,1,-86.45614073657232
Teluk Metal Industry,Teluk Metal Industry,-2.83606038957607,122.118785655752,8000000.0,0.0,66.0,9,-18408.86031851132
Titan Mineral Utama,Titan Mineral Utama,-5.56626059272201,120.048542928533,1094000.0,0.0,60.0,1,-0.7295833952003024
Titan Mineral Utama,Titan Mineral Utama,-5.56626059272201,120.048542928533,1094000.0,0.0,66.0,9,-151.77960098954856
Tsingshan Steel Indonesia,Tsingshan Steel Indonesia,-2.83150301383204,122.168885300445,1800000.0,130.0,60.0,1,-19.05531230116719
Tsingshan Steel Indonesia,Tsingshan Steel Indonesia,-2.83150301383204,122.168885300445,1800000.0,130.0,66.0,9,-3676.259432576124
Vale Indonesia (Sorowako RKEF),PT Vale Indonesia,-2.57149,121.37843,12970000.0,0.0,28.7,1,-120.28352433345026
Vale Indonesia (Sorowako RKEF),PT Vale Indonesia,-2.57149,121.37843,12970000.0,0.0,31.57,9,-24504.665375079167
Virtue Dragon Nickel Industry (VDNI),Virtue Dragon Nickel Industry,-3.9072272057542,122.417022046513,10000000.0,530.0,60.0,1,-78.79987035408504
Virtue Dragon Nickel Industry (VDNI),Virtue Dragon Nickel Industry,-3.9072272057542,122.417022046513,10000000.0,530.0,66.0,9,-15888.53931951292
Walsin Nickel Industrial Indonesia,PT Walsin Nickel Industrial Indonesia,-2.8577087407882,122.159837893722,1260000.0,350.0,60.0,1,-12.606771327178183
Walsin Nickel Industrial Indonesia,PT Walsin Nickel Industrial Indonesia,-2.8577087407882,122.159837893722,1260000.0,350.0,66.0,9,-2710.453403149712
Wanatiara Persada,Mining Metallurgy Ltd.,-1.4590046405692,127.438374798906,2200000.0,150.0,60.0,1,-0.096390056812539
Wanatiara Persada,Mining Metallurgy Ltd.,-1.4590046405692,127.438374798906,2200000.0,150.0,66.0,9,-19.21108991281311
Wanxiang Nickel Indonesia,Wanxiang Nickel Indonesia,-2.7385893251359,122.028568769438,3500000.0,150.0,60.0,1,-37.229836168407466
Wanxiang Nickel Indonesia,Wanxiang Nickel Indonesia,-2.7385893251359,122.028568769438,3500000.0,150.0,66.0,9,-7814.255335443591
Weda Bay Nickel,Strand Minerals Indonesia,0.48075,127.99338,2700000.0,250.0,60.0,1,-0.0075636367957529
Weda Bay Nickel,Strand Minerals Indonesia,0.48075,127.99338,2700000.0,250.0,66.0,9,-1.42284841917101
Yashi Indonesia Investment,PT Fajar Bakti Lintas Nusantra,0.48073,127.99653,1800000.0,250.0,60.0,1,-0.0046340899518652
Yashi Indonesia Investment,PT Fajar Bakti Lintas Nusantra,0.48073,127.99653,1800000.0,250.0,66.0,9,-0.9302111418361126
Youshan Nickel Industry,Youshan Nickel Industry,0.48068,127.99945,1050000.0,250.0,60.0,1,-0.0023970201356938
Youshan Nickel Industry,Youshan Nickel Industry,0.48068,127.99945,1050000.0,250.0,66.0,9,-0.5403699768328971
Huafei Nickel Cobalt,Huafei Nickel Cobalt,0.471071383571861,127.943123210915,300000.0,0.0,60.0,1,-0.0008732571012506
Huafei Nickel Cobalt,Huafei Nickel Cobalt,0.471071383571861,127.943123210915,300000.0,0.0,66.0,9,-0.1995594276850946
Huashan Nickel Cobalt,PT Huashan Nickel Cobalt,0.481106064991268,127.947138326664,10400000.0,0.0,60.0,1,-0.0292561993114902
Huashan Nickel Cobalt,PT Huashan Nickel Cobalt,0.481106064991268,127.947138326664,10400000.0,0.0,66.0,9,-6.11938716974472
Vale Indonesia Huayou (Sorowako HPAL),Vale Indonesia,-2.56850483849486,121.374867432,300000.0,0.0,28.7,1,-2.7329537528357584
Vale Indonesia Huayou (Sorowako HPAL),Vale Indonesia,-2.56850483849486,121.374867432,300000.0,0.0,31.57,9,-526.0549425315518
Antam HKBCL HPAL,ANTAM,0.843094760616897,128.249473362336,300000.0,0.0,60.0,1,-0.000278261040017
Antam HKBCL HPAL,ANTAM,0.843094760616897,128.249473362336,300000.0,0.0,66.0,9,-0.0557367433184405
Sambas Minerals Mining,Sambas Minerals Mining,-4.45935420048957,122.359915890572,2970000.0,0.0,60.0,1,-17.28171420326121
Sambas Minerals Mining,Sambas Minerals Mining,-4.45935420048957,122.359915890572,2970000.0,0.0,66.0,9,-3238.3533514387645
Asia Mining Minerals,Asia Mining Minerals,-4.28249428949051,121.579914856684,2000000.0,24.0,60.0,1,-12.129322153887951
Asia Mining Minerals,Asia Mining Minerals,-4.28249428949051,121.579914856684,2000000.0,24.0,66.0,9,-2150.945333899632
Surya Saga Utama,Surya Saga Utama,-5.12133354679023,121.883441022571,3500000.0,30.0,60.0,1,-10.945808993388336
Surya Saga Utama,Surya Saga Utama,-5.12133354679023,121.883441022571,3500000.0,30.0,66.0,9,-2407.784605525578
Integra Mining Nusantara,Integra Mining Nusantara,-4.43789965420115,122.485019596937,923760.0,0.0,60.0,1,-4.96762425021151
Integra Mining Nusantara,Integra Mining Nusantara,-4.43789965420115,122.485019596937,923760.0,0.0,66.0,9,-1036.4014640240275
Genba Multi Mineral,Genba Multi Mineral,-2.14061,121.54069,4124000.0,700.0,60.0,1,-38.22186351391479
Genba Multi Mineral,Genba Multi Mineral,-2.14061,121.54069,4124000.0,700.0,66.0,9,-7566.135725369981
Angkasa Jaya Mulia,PT Batulicin Enam Sembilan,-6.80679180785876,111.981989012801,1400000.0,0.0,60.0,1,-2.197971943931862e-10
Angkasa Jaya Mulia,PT Batulicin Enam Sembilan,-6.80679180785876,111.981989012801,1400000.0,0.0,66.0,9,-4.879229710549724e-08
Teka Mining Resources,Teka Mining Resources,0.45996536934158,127.92242429557,3000000.0,0.0,60.0,1,-0.008755236660847
Teka Mining Resources,Teka Mining Resources,0.45996536934158,127.92242429557,3000000.0,0.0,66.0,9,-1.9316498048602853
First Pacific Mining,First Pacific Mining,-2.629209261240042,122.32511978235468,620000.0,41.0,60.0,1,-6.470986465201949
First Pacific Mining,First Pacific Mining,-2.629209261240042,122.32511978235468,620000.0,41.0,66.0,9,-1491.483890131907
Kinlin Nickel Industri,Kinlin Nickel Industri,-4.45663313945751,122.352577613714,123675.0,2.0,60.0,1,-0.6665308406835905
Kinlin Nickel Industri,Kinlin Nickel Industri,-4.45663313945751,122.352577613714,123675.0,2.0,66.0,9,-139.2879608259581
Mahkota Konaweeha,Mahkota Konaweeha,-4.00619632489727,122.636653236766,1343628.0,0.0,60.0,1,-10.268082421786392
Mahkota Konaweeha,Mahkota Konaweeha,-4.00619632489727,122.636653236766,1343628.0,0.0,66.0,9,-1889.6516096450491
Ocean Sky Metal Industry,Ocean Sky Metal Industry,-2.86157384070335,122.158853566739,300000.0,0.0,60.0,1,-3.2655697592164827
Ocean Sky Metal Industry,Ocean Sky Metal Industry,-2.86157384070335,122.158853566739,300000.0,0.0,66.0,9,-701.9988973722478
Zhao Hui Nickel,PT Merdeka Industri Mineral,-2.85963986226067,122.155000831011,300000.0,0.0,60.0,1,-2.969094011293501
Zhao Hui Nickel,PT Merdeka Industri Mineral,-2.85963986226067,122.155000831011,300000.0,0.0,66.0,9,-664.9626659541198
Sunny Metal Industry,Sunny Metal Industry,0.487106858706739,127.981324757247,300000.0,380.0,60.0,1,-0.0007931860546096
Sunny Metal Industry,Sunny Metal Industry,0.487106858706739,127.981324757247,300000.0,380.0,66.0,9,-0.1660410147149013
Obi Nickel Cobalt,Lygend New Power Ltd /Harita Nickel.,-1.53389444850468,127.41908725139,300000.0,1520.0,60.0,1,-0.0135004314961612
Obi Nickel Cobalt,Lygend New Power Ltd /Harita Nickel.,-1.53389444850468,127.41908725139,300000.0,1520.0,66.0,9,-2.7428627995985075
Perkasa Metal Industry,Eternal Tsingshan Group,0.488145455865328,127.970546796433,1800000.0,206.0,60.0,1,-0.0049331650530369
Perkasa Metal Industry,Eternal Tsingshan Group,0.488145455865328,127.970546796433,1800000.0,206.0,66.0,9,-0.9957087458276208
Halmahera Jaya Feronikel,Harita Nickel,-1.56014879697201,127.427420671122,8700000.0,1074.0,60.0,1,-0.4201778325393352
Halmahera Jaya Feronikel,Harita Nickel,-1.56014879697201,127.427420671122,8700000.0,1074.0,66.0,9,-86.15485279849665
Alchemist Metal Industry,Gunbuster Nickel Industry,-2.629209261240042,122.32511978235468,3031621.0,2202.0,60.0,1,-32.038250997128294
Alchemist Metal Industry,Gunbuster Nickel Industry,-2.629209261240042,122.32511978235468,3031621.0,2202.0,66.0,9,-6846.996306473098
Karunia Permai Sentosa,PT Karunia Permai Sentosa,-1.56863134432775,127.428752314741,300000.0,0.0,60.0,1,-0.0145323537913035
Karunia Permai Sentosa,PT Karunia Permai Sentosa,-1.56863134432775,127.428752314741,300000.0,0.0,66.0,9,-2.818486786855441
PT Metal Smelt Indo Selaras,PT Metal Smelt Indo Selaras,-3.04298747012378,122.264709376272,300000.0,130.0,60.0,1,-3.464855611137652
PT Metal Smelt Indo Selaras,PT Metal Smelt Indo Selaras,-3.04298747012378,122.264709376272,300000.0,130.0,66.0,9,-662.0839032355511
Ceria Nugraha Indotama (HPAL),Ceria Nugraha Indotama,-3.86572286265205,121.309797637587,300000.0,0.0,60.0,1,-1.849788065062649
Ceria Nugraha Indotama (HPAL),Ceria Nugraha Indotama,-3.86572286265205,121.309797637587,300000.0,0.0,66.0,9,-414.58609992436135
PT Huaneng Metal Industry,PT Merdeka Battery Materials,-2.83568870469587,122.163299666395,300000.0,0.0,60.0,1,-3.0793774588459226
PT Huaneng Metal Industry,PT Merdeka Battery Materials,-2.83568870469587,122.163299666395,300000.0,0.0,66.0,9,-686.6227302100292
PT ESG New Energy Material,PT Merdeka Battery Materials,-2.85718814631921,122.172082174176,300000.0,0.0,60.0,1,-3.4201621973889007
PT ESG New Energy Material,PT Merdeka Battery Materials,-2.85718814631921,122.172082174176,300000.0,0.0,66.0,9,-632.6836566765114
Oracle Nickel,Nickel Industries,-2.86090888374523,122.155868800702,300000.0,0.0,60.0,1,-3.3839088929425167
Oracle Nickel,Nickel Industries,-2.86090888374523,122.155868800702,300000.0,0.0,66.0,9,-672.439487104114
PT Andalan Metal Industry,PT Andalan Metal Industry,0.484250049328921,127.986313601741,1800000.0,0.0,60.0,1,-0.0048534976441533
PT Andalan Metal Industry,PT Andalan Metal Industry,0.484250049328921,127.986313601741,1800000.0,0.0,66.0,9,-1.0416102312311712
PT Langit Metal Industry,PT Langit Metal Industry,0.485177317918801,127.984867275989,3600000.0,0.0,60.0,1,-0.0092289061745192
PT Langit Metal Industry,PT Langit Metal Industry,0.485177317918801,127.984867275989,3600000.0,0.0,66.0,9,-1.8349395546087224
PT Lipe Metal Industry,Tsingshan Holding Group,0.483352214536535,127.990803625506,3600000.0,0.0,60.0,1,-0.0088287844595174
PT Lipe Metal Industry,Tsingshan Holding Group,0.483352214536535,127.990803625506,3600000.0,0.0,66.0,9,-1.808698803670535
PT Mazinger Nickel Industry,PT Mazinger Nickel Industry,-2.0169409880138,121.420463318436,2789000.0,0.0,60.0,1,-23.94097004024431
PT Mazinger Nickel Industry,PT Mazinger Nickel Industry,-2.0169409880138,121.420463318436,2789000.0,0.0,66.0,9,-4988.366664381209
PT Infei Metal Industry,PT Infei Metal Industry,0.4823857761,127.9905995,1800000.0,0.0,60.0,1,-0.0046915857375668
PT Infei Metal Industry,PT Infei Metal Industry,0.4823857761,127.9905995,1800000.0,0.0,66.0,9,-0.9834373884870176
PT Kao Rahai Smelters,PT Kao Rahai Smelters,0.47487682499693,127.959619795786,1800000.0,0.0,60.0,1,-0.0050129745317449
PT Kao Rahai Smelters,PT Kao Rahai Smelters,0.47487682499693,127.959619795786,1800000.0,0.0,66.0,9,-1.0966693469657836
PT Maluku Utara Metal Industry,PT Maluku Utara Metal Industry,0.581864352141389,127.946949735709,1800000.0,0.0,60.0,1,-0.0044435491268656
PT Maluku Utara Metal Industry,PT Maluku Utara Metal Industry,0.581864352141389,127.946949735709,1800000.0,0.0,66.0,9,-1.0439758744920635
PT Jiu Long Metal Industry,ANTAM,0.487616462055293,127.985763953548,1800000.0,0.0,60.0,1,-0.0047935571258686
PT Jiu Long Metal Industry,ANTAM,0.487616462055293,127.985763953548,1800000.0,0.0,66.0,9,-0.907924888698229
PT Sungai Raya Nickel Alloy Indonesia,PT Sungai Raya Nickel Alloy Indonesia,-4.16161494641504,122.678787600165,6000000.0,0.0,60.0,1,-37.88230769393686
PT Sungai Raya Nickel Alloy Indonesia,PT Sungai Raya Nickel Alloy Indonesia,-4.16161494641504,122.678787600165,6000000.0,0.0,66.0,9,-8365.314373120964
PT Guang Tsing Halmahera Nickel,PT Guang Tsing Halmahera Nickel,-2.629209261240042,122.32511978235468,10800000.0,0.0,60.0,1,-116.831871249409
PT Guang Tsing Halmahera Nickel,PT Guang Tsing Halmahera Nickel,-2.629209261240042,122.32511978235468,10800000.0,0.0,66.0,9,-24972.8818516794
PT MBG Nikel Indonesia,PT MBG Nikel Indonesia,-2.629209261240042,122.32511978235468,1314800.0,0.0,60.0,1,-14.724262417347749
PT MBG Nikel Indonesia,PT MBG Nikel Indonesia,-2.629209261240042,122.32511978235468,1314800.0,0.0,66.0,9,-2924.733298629653
PT Westrong Metal Industry,Harum Energy,0.484250049328921,127.986313601741,300000.0,0.0,60.0,1,-0.0007440829649983
PT Westrong Metal Industry,Harum Energy,0.484250049328921,127.986313601741,300000.0,0.0,66.0,9,-0.1465536092575386
PT Blue Sparking Energy,Harum Energy,0.484250049328921,127.986313601741,300000.0,0.0,60.0,1,-0.0007596333959104
PT Blue Sparking Energy,Harum Energy,0.484250049328921,127.986313601741,300000.0,0.0,66.0,9,-0.1653532733310471
PT Heng Sheng New Energy Material Indonesia,PT Heng Sheng New Energy Material Indonesia,-5.56714042615137,120.063356231334,1100000.0,0.0,60.0,1,-0.7780075864529922
PT Heng Sheng New Energy Material Indonesia,PT Heng Sheng New Energy Material Indonesia,-5.56714042615137,120.063356231334,1100000.0,0.0,66.0,9,-147.30690867883138
PT Unity Nickel Alloy,PT Unity Nickel Indonesia,-5.56584918587481,120.068234925222,300000.0,0.0,60.0,1,-0.2130130395453611
PT Unity Nickel Alloy,PT Unity Nickel Indonesia,-5.56584918587481,120.068234925222,300000.0,0.0,66.0,9,-43.92814676761301
Dowstone Energy Materials Indonesia,PT Dowstone Energy Materials Indonesia,-5.57753334707958,120.069017936948,300000.0,0.0,60.0,1,-0.1992354011968083
Dowstone Energy Materials Indonesia,PT Dowstone Energy Materials Indonesia,-5.57753334707958,120.069017936948,300000.0,0.0,66.0,9,-42.86621885188976
Mitra Murni Perkasa,Mitra Murni Perkasa,-1.11363289581564,116.750163134973,300000.0,0.0,60.0,1,-0.0041524221414568
Mitra Murni Perkasa,Mitra Murni Perkasa,-1.11363289581564,116.750163134973,300000.0,0.0,66.0,9,-0.7966659133168771
Nadesico Nickel Industry,CNGR,-2.01427457604686,121.430177208944,300000.0,0.0,60.0,1,-2.6389229322977017
Nadesico Nickel Industry,CNGR,-2.01427457604686,121.430177208944,300000.0,0.0,66.0,9,-543.9129681864689
Debonair Nickel Industry,CNGR,0.487668817784395,127.977118715487,300000.0,0.0,60.0,1,-0.0008327192547361
